city,lat,lng,pop,country
Qal eh-ye Now,34.98300013,63.13329964,2997,Afghanistan
Chaghcharan,34.5167011,65.25000063,15000,Afghanistan
Lashkar Gah,31.58299802,64.35999955,201546,Afghanistan
Zaranj,31.11200108,61.88699752,49851,Afghanistan
Tarin Kowt,32.63329815,65.86669865,10000,Afghanistan
Zareh Sharan,32.85000016,68.41670453,13737,Afghanistan
Asadabad,34.86600004,71.15000459,48400,Afghanistan
Taloqan,36.72999904,69.54000364,64256,Afghanistan
Mahmud-E Eraqi,35.01669608,69.33330065,7407,Afghanistan
Mehtar Lam,34.65000001,70.16670052,17345,Afghanistan
Baraki Barak,33.9667021,68.96670354,22305,Afghanistan
Aybak,36.26100015,68.04000051,24000,Afghanistan
Mayda Shahr,34.45000209,68.79999663,35008,Afghanistan
Karokh,34.48676963,62.59177608,14388.5,Afghanistan
Sheberghan,36.65798077,65.73830237,74441,Afghanistan
Pol-e Khomri,35.95107302,68.70111894,41029,Afghanistan
Balkh,36.75011985,66.89973018,147426,Afghanistan
Meymaneh,35.93022158,64.77009273,199795,Afghanistan
Andkhvoy,36.93165916,65.10149369,50469,Afghanistan
Qalat,32.11226341,66.8867594,12191,Afghanistan
Ghazni,33.56331179,68.41782873,129892.5,Afghanistan
Feyzabad,37.12976076,70.57924719,52490,Afghanistan
Kondoz,36.72795066,68.87252966,210855.5,Afghanistan
Jalalabad,34.44152692,70.43610347,401697,Afghanistan
Charikar,35.01826174,69.16791215,53676,Afghanistan
Gardiz,33.60005373,69.21462764,82680.5,Afghanistan
Bamian,34.82106447,67.52103593,61863,Afghanistan
Baghlan,36.13933026,68.69925858,163598.5,Afghanistan
Farah,32.39172955,62.09681921,58604,Afghanistan
Herat,34.33000917,62.16999304,439232.5,Afghanistan
Mazar-e Sharif,36.69999371,67.10002803,365432.5,Afghanistan
Kandahar,31.61002016,65.69494584,613871,Afghanistan
Kabul,34.51669029,69.18326005,3160266,Afghanistan
Mariehamn,60.09699618,19.94900447,10682,Aland
Kruje,41.51899817,19.79700359,21286,Albania
Fier,40.73000402,19.5730026,69747.5,Albania
Lushnje,40.94000113,19.71600348,41469,Albania
Puke,42.03330302,19.88330448,6495,Albania
Bajram Curri,42.33330007,20.08330257,7967,Albania
Kukes,42.08300107,20.43399653,17832,Albania
Sarande,39.87700212,19.99999859,15147,Albania
Erseke,40.33330213,20.68329651,7890,Albania
Pogradec,40.89999612,20.66400062,35000,Albania
Korce,40.61667601,20.76666353,58259,Albania
Berat,40.70999705,19.97199958,46866,Albania
Corovode,40.51670403,20.23329663,14046,Albania
Gramsh,40.86669601,20.19999652,11556,Albania
Librazhd,41.20000211,20.3667036,12691,Albania
Tepelene,40.2832981,20.03329854,11955,Albania
Permet,40.23399605,20.35199756,10686,Albania
Gjirokaster,40.07899809,20.14900256,23437,Albania
Peshkopi,41.6833021,20.43330349,14848,Albania
Burrel,41.62599908,20.01600053,15405,Albania
Lezhe,41.78799914,19.65400254,18695,Albania
Rreshen,41.78330106,19.81670459,10064,Albania
Vlore,40.47736005,19.49823075,89508.5,Albania
Elbasan,41.12150677,20.08382808,132956.5,Albania
Durres,41.3177997,19.44820797,132233,Albania
Shkoder,42.06845156,19.51884965,122006,Albania
Tirana,41.32754071,19.81888301,658318,Albania
Jijel,36.82199703,5.76600356,148000,Algeria
Tizi-Ouzou,36.80000111,4.033332556,144000,Algeria
Bordj Bou Arreridj,36.05900401,4.629996466,134500,Algeria
M'sila,35.7000031,4.545000584,125000,Algeria
Guelma,36.46600213,7.427997486,123590,Algeria
Oum el Bouaghi,35.84999715,7.149996522,100821,Algeria
Timimoun,29.23652163,0.269998737,26568,Algeria
Sidi bel Abbes,35.19034426,-0.639971559,200186.5,Algeria
Tlimcen,34.89041424,-1.32000757,181059,Algeria
Beni Ounif,32.04926984,-1.251381268,5628,Algeria
Abadla,31.01708478,-2.733306317,14364,Algeria
Sefra,32.76041506,-0.579949383,51118,Algeria
Skikda,36.88042198,6.899981647,193941.5,Algeria
Djanet,24.5529057,9.482252969,666,Algeria
I-n-Amenas,28.0503408,9.550000772,216,Algeria
In Amguel,23.69394004,5.164738727,3030,Algeria
El Bayadh,33.6903583,1.009953571,67413,Algeria
El Oued,33.37040367,6.859984089,177497,Algeria
Hassi Messaoud,31.70234011,6.054451862,18124,Algeria
Chlef,36.17041363,1.319960489,449167,Algeria
Mascara,35.40040895,0.14003251,108230,Algeria
Mostaganem,35.940376,0.089983885,159177,Algeria
Saida,34.84039146,0.14003251,134855,Algeria
Tiarat,35.38043601,1.319960489,184195,Algeria
Bejaia,36.76037762,5.070015827,274520,Algeria
Blida,36.4203467,2.829997517,388174,Algeria
Bouira,36.38047833,3.900009724,110144,Algeria
Medea,36.27040753,2.770001179,145863.5,Algeria
Souk Ahras,36.29038047,7.949995075,134947,Algeria
Tebessa,35.41043418,8.120010537,171742,Algeria
Adrar,27.86999005,-0.289967083,56910,Algeria
Reggane,26.69998395,0.166645873,22351.5,Algeria
Bechar,31.61110537,-2.230003704,142415.5,Algeria
Tindouf,27.67418805,-8.147782025,18270,Algeria
Illizi,26.48335634,8.466604369,7293,Algeria
Arak,25.2799931,3.749993041,423251,Algeria
I-n-Salah,27.21664492,2.466608845,28632,Algeria
El Golea,30.56662132,2.883327595,32049,Algeria
Laghouat,33.80998924,2.880020303,108279,Algeria
Touggourt,33.0999809,6.05998124,91499,Algeria
Ouargla,31.96997235,5.340025186,176271,Algeria
Biskra,34.85997683,5.73002722,202103,Algeria
Djelfa,34.67998781,3.250023558,170901,Algeria
Setif,36.18002545,5.399969847,274744,Algeria
Batna,35.56995933,6.170000365,269467,Algeria
Annaba,36.92000612,7.759980834,355047,Algeria
Constantine,36.35998863,6.599948281,527638,Algeria
Oran,35.71000246,-0.61997278,721992,Algeria
Tamanrasset,22.78500327,5.522804727,71808,Algeria
Ghardaia,32.48999229,3.669997923,125480,Algeria
Algiers,36.7630648,3.05055253,2665831.5,Algeria
Pago Pago,-14.2766105,-170.7066451,12038,American Samoa
Andorra,42.50000144,1.516485961,38127,Andorra
Mucusso,-18.01953449,21.42999914,100,Angola
Lucapa,-8.419603659,20.74001542,25578,Angola
Capenda-Camulemba,-9.4195943,18.43002722,79842.5,Angola
Saurimo,-9.659579652,20.39001094,40907,Angola
Muconda,-10.59962563,21.31998002,2324,Angola
Cacolo,-10.14962726,19.2600024,984,Angola
Caxito,-8.579542217,13.65998246,15665.5,Angola
Camabatela,-8.189591859,15.37000728,12731,Angola
Ndalatando,-9.299549948,14.90998368,8144,Angola
Quibala,-10.72959186,14.97995357,5248.5,Angola
Calulo,-9.999610577,14.90001013,795,Angola
Waku Kungo,-11.35952757,15.1199967,11519.5,Angola
Songo,-7.349591452,14.84998734,10579,Angola
Mbanza-Congo,-6.269605694,14.23999874,42201,Angola
Nzeto,-7.229598776,12.86003129,19705.5,Angola
Soyo,-6.129614239,12.36998368,65329,Angola
Cabinda,-5.55962319,12.18999467,78905.5,Angola
Calucinga,-11.31958169,16.19998246,531,Angola
Camacupa,-12.01959064,17.46998246,19489,Angola
Cubal,-13.03958006,14.23999874,4837,Angola
Mavinga,-15.7895414,20.36003861,30000,Angola
Cuito Caunavale,-15.15960569,19.16998205,149,Angola
Luiana,-17.36954832,22.99998083,150,Angola
Ondjiva,-17.06961831,15.73003699,8748,Angola
Chitado,-17.31962889,13.92001827,468.5,Angola
Chibemba,-15.74959552,14.0800085,1502,Angola
Chibia,-15.1896297,13.69000647,1411,Angola
Quipungo,-14.82954832,14.55000565,186,Angola
Luau,-10.7095414,22.23000199,9964,Angola
Cangamba,-13.69959145,19.86001745,1307,Angola
Lumbala Nguimbo,-14.09961871,21.44002437,25,Angola
Cazombo,-11.88957273,22.90003861,298,Angola
Dundo,-7.380028871,20.82998409,11985,Angola
Ambriz,-7.85498696,13.12502803,17000,Angola
Dondo,-9.690017071,14.43001298,2353,Angola
Sumbe,-11.21002765,13.8499967,29638.5,Angola
Uige,-7.620014222,15.04997514,56787.5,Angola
Kuito,-12.38003375,16.93998897,113955,Angola
Lobito,-12.37000853,13.54123002,170733,Angola
Xangongo,-16.74002602,14.96998002,447,Angola
Luena,-11.79004393,19.90001501,17276.5,Angola
Tômbua,-15.80003172,11.85998897,40000,Angola
Malanje,-9.540000388,16.34002559,106451,Angola
Benguela,-12.57826455,13.40723303,142017,Angola
Lubango,-14.91000853,13.49001868,114086.5,Angola
Namibe,-15.19004311,12.16002234,128130.5,Angola
Menongue,-14.66661253,17.69999426,13030,Angola
Huambo,-12.74998533,15.76000932,986000,Angola
Luanda,-8.838286114,13.23442704,3562086,Angola
Artigas Base,-62.17388669,-58.86386407,34.5,Antarctica
Capitan Arturo Prat Station,-62.49950682,-59.68331852,41,Antarctica
Marambio Station,-64.23288939,-56.6500153,102.5,Antarctica
Zucchelli Station,-74.61919259,164.2190271,60,Antarctica
Rothera Station,-67.5647756,-68.12354055,76,Antarctica
Palmer Station,-64.76241335,-64.0468756,30.5,Antarctica
Base Presidente Montalva,-62.18274357,-58.90765233,115,Antarctica
Carlini Station,-62.22414386,-58.65047599,40,Antarctica
King Sejong Station,-62.2248534,-58.77159876,53.5,Antarctica
Great Wall Station,-62.21631997,-58.9666956,26,Antarctica
Escudero Base,-62.19496251,-58.95266582,20,Antarctica
Elephant Island,-61.99958901,-57.99998458,3,Antarctica
Scott Base,-77.84693819,166.7491023,49.5,Antarctica
McMurdo Station,-77.73228239,166.8694157,600,Antarctica
Zhongshan Station,-69.43406299,76.33929808,42.5,Antarctica
Vostok,-78.46628416,106.8000337,19,Antarctica
Peter I Island,-68.83286701,90.49999508,0.5,Antarctica
Mirny Station,-66.57552952,93.00628846,114.5,Antarctica
Mawson Station,-67.61452032,62.87500073,40,Antarctica
Davis Station,-68.77767439,78.14073509,45,Antarctica
Concordia Research Station,-74.66630939,124.1670357,15,Antarctica
Casey Station,-66.28608614,110.536214,125,Antarctica
Amundsen–Scott South Pole Station,-89.98289386,139.2669926,125,Antarctica
Wasa Station,-73.0496122,-13.41671106,5,Antarctica
Troll Station,-72.01629026,2.533323119,25.5,Antarctica
Svea Station,-74.58290363,-11.21669031,5,Antarctica
Novolazarevskaya Station,-71.30123475,-11.8502129,35,Antarctica
Neumayer Station III,-70.89039668,-7.838438004,40,Antarctica
Maitri Station,-70.7821796,11.7304584,33,Antarctica
Halley Station,-76.09226319,-26.4741567,43,Antarctica
Belgrano Station,-77.86632078,-34.61668319,57,Antarctica
Camp Sobral,-81.17908472,-40.50153152,20,Antarctica
Aboa Station,-75.04959349,-13.41671106,15,Antarctica
San Martín Station,-68.1163216,-67.0999976,19,Antarctica
Gen. O'Higgins Station,-63.32841823,-57.88959352,30,Antarctica
Esperanza Station,-63.37532865,-57.02590151,152.5,Antarctica
Orcadas Station,-60.7328963,-44.73330082,29.5,Antarctica
Signy Research Station,-60.63130815,-45.60070332,4,Antarctica
Dumont d'Urville Station,-66.77505091,139.9636836,75,Antarctica
Showa Station,-69.03039249,39.7460831,50,Antarctica
Saint John's,17.11803652,-61.85003382,29862.5,Antigua and Barbuda
28 de Noviembre,-51.65003986,-72.30001612,5300,Argentina
Gobernador Gregores,-48.76659829,-70.25001205,2519,Argentina
Comondante Luis Piedrabuena,-49.97454865,-68.90347273,410,Argentina
Paso Rio Mayo,-45.68337563,-70.26657434,1825,Argentina
Alto Rio Sanguer,-45.03328611,-70.83328394,1548,Argentina
El Maiten,-42.05000568,-71.16662276,4269,Argentina
Puerto Madryn,-42.77001341,-65.04001998,61159,Argentina
Trelew,-43.25003579,-65.3299506,93128.5,Argentina
Las Heras,-32.82503904,-68.80167668,66663,Argentina
San Martin,-33.06998533,-68.49001612,99974,Argentina
Uspallata,-32.59311522,-69.34598454,2390,Argentina
Cutral Co,-38.94001463,-69.24002202,47597,Argentina
Punta Alta,-38.87996662,-62.0799681,55969.5,Argentina
San Nicolas,-33.33002114,-60.24000289,117123.5,Argentina
Campana,-34.15999632,-58.95997766,77149.5,Argentina
Chacabuco,-34.65004393,-60.48998763,26645,Argentina
Mercedes,-34.66001748,-59.44002588,48408.5,Argentina
Lincoln,-34.88000405,-61.53994938,19924,Argentina
Chivilcoy,-34.89995115,-60.03998926,43719,Argentina
Veinticinco de Mayo,-35.42999632,-60.17998071,18749,Argentina
Nueve de Julio,-35.44596434,-60.88998906,26716,Argentina
Dolores,-36.33004474,-57.68997766,21586.5,Argentina
Pedro Luro,-39.48334064,-62.68331629,7100,Argentina
Tres Arroyos,-38.3699719,-60.26994938,34773.5,Argentina
Coronel Suarez,-37.46661619,-61.9166189,20713,Argentina
Balcarce,-37.83331216,-58.24999516,18967,Argentina
25 de Mayo,-37.80003253,-67.68329533,17430,Argentina
General Roca,-39.01995807,-67.60996647,38578,Argentina
Comallo,-41.03332355,-70.26657434,741,Argentina
Ingeniero Jacobacci,-41.30002562,-69.58330855,5719,Argentina
General Conesa,-40.10004718,-64.43328699,2958,Argentina
Choele Choel,-39.26660968,-65.68331405,9895.5,Argentina
San Francisco,-31.43003375,-62.08996749,43231,Argentina
Alta Gracia,-31.65999388,-64.4299797,30593,Argentina
Villa Maria,-32.41002562,-63.26002527,76701,Argentina
Bell Ville,-32.60003986,-62.67995732,29605,Argentina
Villa Rumipal,-32.18332111,-64.48328394,1269,Argentina
Villa Carlos Paz,-31.42000853,-64.50000126,60256,Argentina
Chumbicha,-28.86662433,-66.23330632,2572,Argentina
Tinogasta,-28.06662148,-67.56658411,587,Argentina
Abra Pampa,-22.7166638,-65.6999797,4480,Argentina
Humahuaca,-23.19999347,-65.34994938,11369,Argentina
Susques,-23.41667275,-66.4833169,1093,Argentina
Chepes,-31.34998696,-66.5999506,6020,Argentina
Yacuiba,-22.03003904,-63.69999841,64811,Argentina
Tartagal,-22.55000731,-63.81001754,59996.5,Argentina
Joaquin V. Gonzalez,-25.08334105,-64.18335392,13376,Argentina
General Guemes,-24.6666223,-65.04996769,19828,Argentina
Trancas,-26.21665688,-65.28331262,1599,Argentina
Presidencia Roque Saenz Pena,-26.7900069,-60.45001591,75958,Argentina
Pampa del Infierno,-26.51658689,-61.16658716,2921,Argentina
Villa Angela,-27.58329181,-60.7166663,30051,Argentina
Ingeniero Guillermo N. Juarez,-23.90000242,-61.84998214,6453,Argentina
Comandante Fontana,-25.33329995,-59.68331852,4277,Argentina
Doctor Pedro P. Pena,-22.47998574,-62.29998051,6143,Argentina
San Lorenzo,-28.12000324,-58.76998926,25833.5,Argentina
Corrientes,-27.48996417,-58.80998682,339945,Argentina
Concepcion del Uruguay,-32.47999551,-58.23999577,48275,Argentina
Victoria,-32.61001341,-60.17998071,20032.5,Argentina
Gualeguay,-33.15003213,-59.34000615,25913,Argentina
Parana,-31.73332273,-60.53334416,226852,Argentina
Villa Constitucion,-33.23002724,-60.35002202,30282.5,Argentina
Rafaela,-31.25004474,-61.49997766,69649,Argentina
Eldorado,-26.20001707,-54.59998539,17365,Argentina
Rodeo,-30.21558592,-69.1399506,701,Argentina
Las Plumas,-43.41627887,-67.24998845,605,Argentina
Gastre,-42.28296303,-69.23330408,557,Argentina
Telsen,-42.39959674,-66.95000676,493,Argentina
Malargue,-35.46611815,-69.58330855,11847,Argentina
Tunuyan,-33.56618244,-69.01667647,22834,Argentina
La Paz,-33.46613686,-67.54999597,4400,Argentina
Chos Malal,-37.38295205,-70.26657434,8556,Argentina
Las Lajas,-38.51626788,-70.36659408,1218,Argentina
Zarate,-34.08956134,-59.04002446,86192,Argentina
Carhue,-37.1828609,-62.73331323,7190,Argentina
Darregueira,-37.69957355,-63.16659428,3412,Argentina
Juarez,-37.66551878,-59.80002975,10609,Argentina
Mar de Ajo,-36.71622272,-56.67660283,13610,Argentina
Lobos,-35.184895,-59.09467228,18278,Argentina
Chascomus,-35.56621539,-58.01662439,21054,Argentina
Junin,-34.58456989,-60.95887374,66141.5,Argentina
La Plata,-34.90961465,-57.95996118,440388.5,Argentina
Pergamino,-33.89959878,-60.56998275,71448,Argentina
Lujan,-34.57960895,-59.10999435,69744.5,Argentina
Azul,-36.7796297,-59.86999964,43407.5,Argentina
Villalonga,-39.88285114,-62.58332239,2838,Argentina
Victorica,-36.21625324,-65.45002079,4458,Argentina
General Pico,-35.65959471,-63.77001998,46483,Argentina
San Antonio Oeste,-40.73287677,-64.93328231,8492,Argentina
Sierra Colorado,-40.58286009,-67.79998071,1522,Argentina
Mercedes,-33.68958576,-65.4699679,49345,Argentina
Rio Tercero,-32.1796004,-64.12002446,38049.5,Argentina
Belen,-27.64959267,-67.03328333,11359,Argentina
Rinconada,-22.43290851,-66.16659204,6209.5,Argentina
San Pedro,-24.21962116,-64.87000452,55249,Argentina
Libertador General San Martin,-23.81954222,-64.78998356,47559,Argentina
Chilecito,-29.16552081,-67.49999903,20343,Argentina
Chamical,-30.34958291,-66.3166604,8989,Argentina
Los Blancos,-23.59960732,-62.60003972,1145,Argentina
Cafayate,-26.08291828,-65.96660425,9478,Argentina
Cerrillos,-24.89963133,-65.48330042,11498,Argentina
San Antonio de los Cobres,-24.18293089,-66.35001754,4000,Argentina
Anatuya,-28.46613198,-62.83330713,14133,Argentina
Frias,-28.64958331,-65.14998743,13594,Argentina
Monte Quemado,-25.79962807,-62.86658675,11387,Argentina
Juan Jose Castelli,-25.9495414,-60.61664657,9421,Argentina
Charata,-27.21628579,-61.19999597,18297,Argentina
Las Lomitas,-24.69959186,-60.60000676,7683,Argentina
Mercedes,-29.1795768,-58.0799797,22872.5,Argentina
Concordia,-31.38957111,-58.02998275,132760.5,Argentina
Sunchales,-30.93290648,-61.56661442,12655,Argentina
San Justo,-30.78288979,-60.58328943,9607,Argentina
Vera,-29.4661743,-60.21659347,9979,Argentina
Reconquista,-29.13952757,-59.65001306,86640.5,Argentina
Venado Tuerto,-33.74958209,-61.97000065,52079,Argentina
Esquel,-42.90003131,-71.31661361,20048,Argentina
Zapala,-38.90001707,-70.06666406,19152,Argentina
Olavarria,-36.90003579,-60.3299974,65059,Argentina
Tandil,-37.32001015,-59.15004358,84799.5,Argentina
Viedma,-40.79995278,-63.0000153,54031,Argentina
San Luis,-33.29999713,-66.35001754,308146,Argentina
Rio Cuarto,-33.13003335,-64.34998458,135959.5,Argentina
San Salvador de Jujuy,-24.1833443,-65.30002995,258739,Argentina
San Ramon de la Nueva Oran,-23.13999713,-64.32001225,69461.5,Argentina
Goya,-29.13999266,-59.26998458,71274.5,Argentina
Puerto San Julian,-49.30000242,-67.71665247,2347,Argentina
Perito Moreno,-46.60001219,-70.93335535,3766,Argentina
Rio Grande,-53.79144552,-67.6989952,31095,Argentina
Ushuaia,-54.79000324,-68.31000126,50483.5,Argentina
Sarmiento,-45.60002155,-69.08331323,5185,Argentina
San Rafael,-34.60002114,-68.33333317,79523.5,Argentina
Necochea,-38.55998615,-58.74999048,70562,Argentina
Rio Colorado,-38.96657632,-64.08328251,11499,Argentina
Catamarca,-28.47000771,-65.78000065,162586,Argentina
La Rioja,-29.40995034,-66.84996118,147130,Argentina
Santiago del Estero,-27.78333128,-64.26665633,317549.5,Argentina
Resistencia,-27.45999184,-58.99002751,368455.5,Argentina
Gualeguaychu,-33.02001422,-58.52000452,55860.5,Argentina
El Calafate,-50.33332436,-72.30001612,6329,Argentina
San Juan,-31.55002643,-68.51998845,433892,Argentina
Rawson,-43.3000069,-65.09999048,25062.5,Argentina
Neuquen,-38.95003986,-68.05999068,213823.5,Argentina
Santa Rosa,-36.6200012,-64.29998763,97693.5,Argentina
San Carlos de Bariloche,-41.14995726,-71.29999964,91953,Argentina
Salta,-24.78335936,-65.41663782,484646,Argentina
Tucumán,-26.81600014,-65.21662419,678803.5,Argentina
Formosa,-26.17283527,-58.1828158,202272,Argentina
Santa Fe,-31.62387205,-60.69000126,393504,Argentina
Rosario,-32.95112954,-60.66630762,1094784.5,Argentina
Puerto Deseado,-47.75001951,-65.89996749,3305,Argentina
Rio Gallegos,-51.63329669,-69.21658675,77183,Argentina
Comodoro Rivadavia,-45.87003091,-67.49999903,123291,Argentina
Mendoza,-32.88333006,-68.81661117,827815,Argentina
Bahia Blanca,-38.74002684,-62.2650214,279041,Argentina
Mar del Plata,-38.00002033,-57.57998438,554916,Argentina
Córdoba,-31.39995807,-64.18229456,1374467.5,Argentina
Posadas,-27.3578321,-55.88510735,334589.5,Argentina
Buenos Aires,-34.60250161,-58.39753137,11862073,Argentina
Ashtarak,40.3016667,44.3591667,18779,Armenia
Ijevan,40.8755556,45.1491667,14737,Armenia
Artashat,39.9538889,44.5505556,20562,Armenia
Gavarr,40.3588889,45.1266667,21680,Armenia
Yeghegnadzor,39.7611111,45.3333333,8200,Armenia
Gyumri,40.78943402,43.84749385,140277.5,Armenia
Vanadzor,40.81276593,44.48828162,89295,Armenia
Yerevan,40.18115074,44.51355139,1097742.5,Armenia
Oranjestad,12.53038373,-70.02899195,50887.5,Aruba
Central Coast,-33.42004148,151.3000048,3026,Australia
Sunshine Coast,-26.67998777,153.0500272,57215.5,Australia
Bourke,-30.1,145.9333333,2475,Australia
Pine Creek,-13.81617348,131.816698,505,Australia
Adelaide River,-13.2495414,131.0999975,237,Australia
McMinns Lagoon,-12.53289264,131.0500264,5025,Australia
Newcastle Waters,-17.55279295,133.4672432,10,Australia
Ravensthorpe,-33.58287392,120.0333345,639,Australia
Wagin,-33.29958372,117.3499841,1037.5,Australia
Roebourne,-20.7829317,117.1333048,11281.5,Australia
Pannawonica,-21.63657469,116.3250337,686,Australia
Tom Price,-22.69346108,117.7930578,1822,Australia
Kalbarri,-27.66618081,114.1666642,1537,Australia
Mount Magnet,-28.06620807,117.8166739,424,Australia
Morawa,-29.21626707,116.0000406,259,Australia
Port Denison,-29.28282632,114.9166442,1213,Australia
Merredin,-31.48284707,118.2666723,2054,Australia
Mount Barker,-34.632784,117.6666056,1771.5,Australia
Katanning,-33.69955931,117.5500752,3140,Australia
Narrogin,-32.93288776,117.1666361,3995,Australia
Gingin,-31.34957355,115.9000468,1446,Australia
Bunbury,-33.34428384,115.6502429,26683.5,Australia
Kwinana,-32.23939004,115.7702356,18817.5,Australia
Southern Cross,-31.216145,119.3166857,187,Australia
Kaltukatjara,-25.78841429,128.9973352,355,Australia
Queanbeyan,-35.3546004,149.2113468,32408,Australia
Tweed Heads,-28.1825834,153.5466377,33065,Australia
Ivanhoe,-32.89960814,144.3000187,265,Australia
Wilcannia,-31.56620115,143.3833304,442,Australia
Merimbula,-36.89962238,149.9000386,3607.5,Australia
Echuca,-36.12959186,144.750017,13460,Australia
Deniliquin,-35.5295768,144.9500048,6019.5,Australia
Nowra,-34.88284625,150.6000476,61036.5,Australia
Ulladulla,-35.34953611,150.4700297,6811,Australia
Batemans Bay,-35.68961871,150.2073067,5604,Australia
Cooma,-36.23955931,149.1200345,5661.5,Australia
Tumut,-35.30959023,148.2200378,4873,Australia
Leeton,-34.54493406,146.3973067,6277,Australia
Young,-34.30959959,148.2900077,6422,Australia
Cowra,-33.82962889,148.6800097,5729.5,Australia
Forbes,-33.38960407,148.0199983,4076.5,Australia
Goulburn,-34.74957273,149.7101794,16444,Australia
Kiama,-34.70957518,150.8400329,10379,Australia
Katoomba,-33.70694904,150.320013,20334.5,Australia
Richmond,-33.59951373,150.7399873,9720,Australia
Lithgow,-33.49610919,150.152788,10338,Australia
Parkes,-33.12956826,148.170015,7160,Australia
Bathurst,-33.41962807,149.5700329,6111,Australia
Maitland,-32.72096271,151.555028,10026.5,Australia
Singleton,-32.56949909,151.1600134,8340.5,Australia
Mudgee,-32.58960122,149.5801098,5391,Australia
Muswellbrook,-32.26956907,150.890004,8171,Australia
Taree,-31.89760211,152.4618461,30131.5,Australia
Kempsey,-31.08736733,152.8220308,10681,Australia
Gunnedah,-30.9870117,150.2622904,6204,Australia
Coffs Harbour,-30.3070532,153.1122973,48961,Australia
Narrabri,-30.33190957,149.7874357,6105.5,Australia
Inverell,-29.7667761,151.1125744,6845.5,Australia
Yamba,-29.42299136,153.353312,1806,Australia
Ballina,-28.86135333,153.5679801,13997.5,Australia
Wagga Wagga,-35.12215981,147.3399882,45549,Australia
Scone,-32.07960651,150.8501098,4624,Australia
Byron Bay,-28.65650796,153.6128869,5244.5,Australia
Berri,-34.28293455,140.6000378,4523,Australia
Peterborough,-32.96616738,138.8333239,1351,Australia
Wallaroo,-33.9328784,137.6332938,2442,Australia
Clare,-33.8328845,138.6000048,2729,Australia
Meningie,-35.69954059,139.3333451,850,Australia
Kingston South East,-36.83280475,139.8500577,206,Australia
Bordertown,-36.31619546,140.7666426,1976,Australia
Penola,-37.38295205,140.8166654,1513,Australia
Kingoonya,-30.89957518,135.2999996,50,Australia
Kimba,-33.14961871,136.4333671,636,Australia
Streaky Bay,-32.81187176,134.2149296,614.5,Australia
Cowell,-33.68286782,136.9166451,537,Australia
Tumby Bay,-34.38292845,136.0833109,1791,Australia
Andamooka,-30.43097329,137.1655704,528,Australia
Woomera,-31.14958576,136.8000114,450,Australia
Port Pirie,-33.19106321,137.9900162,12417,Australia
Gawler,-34.60735919,138.7263537,15542.5,Australia
Murray Bridge,-35.12960122,139.2600162,14185.5,Australia
Victor Harbor,-35.55960081,138.6173164,7489,Australia
Hamilton,-37.73119953,142.0234135,6992.5,Australia
Ouyen,-35.06619424,142.3166772,912,Australia
Colac,-38.33953449,143.5800109,7450,Australia
Stawell,-37.05961261,142.7600093,4596,Australia
Horsham,-36.70960814,142.1900183,11985.5,Australia
Ararat,-37.27954751,142.9099743,5464,Australia
Maryborough,-37.04958738,143.729976,5838.5,Australia
Bairnsdale,-37.82959145,147.6099975,9427,Australia
Sale,-38.10957436,147.0600052,17701.5,Australia
Traralgon,-38.19959471,146.5300118,16982.5,Australia
Wonthaggi,-38.60949217,145.5900175,4471.5,Australia
Cranbourne,-38.09960081,145.2833695,249955,Australia
Ballarat,-37.55958209,143.8400468,73404,Australia
Melton,-37.68954832,144.570028,29750,Australia
Seymour,-37.03423948,145.1273067,3693,Australia
Shepparton,-36.37458982,145.3913732,33430.5,Australia
Cobram,-35.91963051,145.6500138,4659,Australia
Swan Hill,-35.33961424,143.5400134,9073,Australia
Sunbury,-37.56960732,144.7100195,18677.5,Australia
Proserpine,-20.41623574,148.5834781,3976,Australia
Theodore,-24.94949909,150.0833349,246,Australia
Eidsvold,-25.36621784,151.1333483,459,Australia
Barcaldine,-23.56617267,145.2833695,1068,Australia
Winton,-22.39962889,143.0332743,1157,Australia
Longreach,-23.44959064,144.2500476,2894,Australia
Caboolture,-27.08296059,152.9499816,26495.5,Australia
Warwick,-28.22924721,152.0203226,10024,Australia
Kingaroy,-26.53896279,151.840592,7494.5,Australia
Dalby,-27.19385822,151.2657434,9818.5,Australia
Bongaree,-27.07872313,153.1508996,10327.5,Australia
Gympie,-26.18859658,152.6709289,11338,Australia
Ingham,-18.64957355,146.1666231,5996.5,Australia
Birdsville,-25.89962197,139.3666247,283,Australia
Bedourie,-24.34958738,139.4666186,142,Australia
Boulia,-22.89959837,139.9000288,402.5,Australia
Richmond,-20.71626911,143.1333199,296,Australia
Burketown,-17.71609048,139.5666125,186.5,Australia
Hervey Bay,-25.28870319,152.8409444,25114,Australia
Biloela,-24.39356403,150.4960746,4366.5,Australia
Yeppoon,-23.13291746,150.7567305,6450.5,Australia
Emerald,-23.51222247,148.1673278,7489,Australia
Moranbah,-22.00156533,148.0380334,7357,Australia
Charters Towers,-20.08090737,146.2587105,8369.5,Australia
Ayr,-19.57024087,147.3994677,7166,Australia
Atherton,-17.27027789,145.469353,6132.5,Australia
Port Douglas,-16.48458812,145.4587219,2004.5,Australia
Smithton,-40.83292234,145.1166613,3351,Australia
Scottsdale,-41.14949217,147.5166699,1683.5,Australia
Bicheno,-41.87838825,148.2886124,177,Australia
Oatlands,-42.29960285,147.3666015,1157,Australia
